,nest,year,species,field.hab,nest.veg,lat,long,visit,initiation,robel.found,robel.found.date,robel.fate,robel.fate.date,FirstFound,LastPresent,LastChecked,Fate,Freq
258,A357,2016,GADW,grass,grass,48.3252,-102.15571,t,159,23,172,22,193,172,192,192,0,1
259,A358,2016,GADW,grass,grass,48.32533,-102.15546,t,143,22.5,172,17,186,172,180,180,0,1
260,A359,2016,GADW,grass,grass,48.32594,-102.15506,t,160,20.5,172,19,197,172,194,194,0,1
261,A36,2016,MALL,grass,grass,48.32426,-102.15262,t,118,14.5,133,15.5,150,133,140,150,1,1
262,A360,2016,GADW,grass,grass,48.32508,-102.15628,t,148,19,172,18,186,172,182,182,0,1
263,A361,2016,GADW,grass,grass,48.32241,-102.15614,t,161,21,172,16.5,186,172,179,186,1,1
264,A362,2016,MALL,grass,grass,47.87738,-101.59165,t,170,8,173,6.5,182,173,173,182,1,1
265,A364,2016,BWTE,grass,grass,47.87817,-101.58543,t,144,9,173,9,182,173,176,176,0,1
266,A365,2016,BWTE,grass,grass,47.87914,-101.58675,t,164,10.5,173,9.5,200,173,197,197,0,1
267,A366,2016,NSHO,grass,grass,47.87981,-101.5851,t,146,11,173,9.5,182,173,177,177,0,1
268,A367,2016,BWTE,grass,grass,47.87981,-101.58916,t,169,7.5,173,8,191,173,182,191,1,1
269,A368,2016,BWTE,grass,grass,47.88081,-101.58981,t,155,10.5,173,5.5,191,173,182,191,1,1
270,A369,2016,BWTE,grass,grass,47.88074,-101.59293,t,163,10,173,8,191,173,182,191,1,1
271,A370,2016,BWTE,grass,grass,47.8825,-101.59176,t,170,6,173,5,182,173,173,182,1,1
272,A371,2016,BWTE,grass,grass,47.88257,-101.58703,t,158,9,173,6.5,191,173,188,188,0,1
273,A372,2016,BWTE,grass,grass,47.88361,-101.59071,t,161,8.5,173,8,191,173,182,191,1,1
274,A373,2016,BWTE,grass,grass,47.88336,-101.59069,t,144,9.5,173,7,182,173,177,177,0,1
275,A374,2016,AMWI,grass,grass,47.88367,-101.59172,t,153,10.5,173,10.5,191,173,185,185,0,1
276,A375,2016,BWTE,grass,grass,47.88489,-101.59064,t,167,7.5,173,5.5,191,173,182,191,1,1
277,A376,2016,BWTE,grass,low.shrub,47.88593,-101.58975,t,166,12.5,173,6.5,182,173,173,182,1,1
278,A377,2016,BWTE,grass,grass,47.88422,-101.59425,t,160,11.5,173,8.5,182,173,173,182,1,1
279,A378,2016,GADW,grass,grass,48.32157,-102.15647,t,168,20,172,17,186,172,179,186,1,1
280,A379,2016,GADW,grass,grass,48.32461,-102.15681,t,142,24.5,174,21.5,181,174,175,175,0,1
281,A38,2016,MALL,grass,grass,48.32669,-102.15275,t,123,13.5,133,16,150,133,140,150,1,1
282,A380,2016,GADW,grass,grass,48.32552,-102.15672,t,157,17.5,174,20.5,189,174,188,188,0,1
283,A381,2016,GADW,grass,grass,48.32661,-102.15681,t,156,13,174,13.5,189,174,188,188,0,1
284,A382,2016,MALL,grass,grass,48.32626,-102.15766,t,150,18,174,18.5,181,174,178,178,0,1
285,A383,2016,GADW,grass,grass,48.32619,-102.15735,t,145,22,174,17.5,189,174,182,182,0,1
286,A384,2016,GADW,grass,grass,48.32576,-102.15716,t,166,23.5,174,16,195,174,189,195,1,1
287,A385,2016,GADW,grass,grass,48.32482,-102.15744,t,162,22,174,15.5,195,174,192,192,0,1
288,A386,2016,GADW,grass,grass,48.32486,-102.15743,t,160,21,174,18.5,195,174,190,190,0,1
289,A387,2016,MALL,grass,grass,48.32369,-102.15728,t,149,22,174,25,181,174,178,178,0,1
290,A388,2016,MALL,grass,grass,48.32351,-102.15721,t,162,21,174,11.5,195,174,194,194,0,1
291,A389,2016,GADW,grass,grass,48.32335,-102.15738,t,149,20.5,174,19.5,181,174,181,181,0,1
292,A39,2016,MALL,grass,grass,48.32675,-102.15263,t,121,13.5,133,19,150,133,140,150,1,1
293,A390,2016,GADW,grass,grass,48.32081,-102.15787,t,143,20,174,17.5,181,174,176,176,0,1
294,A391,2016,AMWI,grass,grass,48.32166,-102.15795,t,147,19,174,13.5,181,174,174,181,1,1
295,A392,2016,AMWI,grass,grass,48.32209,-102.15807,t,159,20.5,174,19.5,189,174,187,187,0,1
296,A393,2016,MALL,grass,grass,48.32375,-102.15784,t,160,30,174,20.5,189,174,181,189,1,1
297,A394,2016,MALL,grass,grass,48.32398,-102.15796,t,153,21.5,174,22.5,189,174,185,185,0,1
298,A395,2016,MALL,grass,grass,48.32459,-102.15831,t,146,23.5,174,19.5,181,174,177,177,0,1
299,A396,2016,GADW,grass,grass,48.32464,-102.15802,t,143,21,174,21,189,174,182,182,0,1
300,A397,2016,MALL,grass,grass,48.32658,-102.15845,t,148,26,174,22.5,189,174,184,184,0,1
301,A398,2016,MALL,grass,grass,48.32691,-102.15888,t,147,26,174,20,189,174,184,184,0,1
302,A399,2016,GADW,grass,grass,48.32673,-102.15882,t,147,21,174,20,181,174,180,180,0,1
303,A400,2016,LESC,grass,grass,48.32592,-102.15881,t,164,21.5,174,23.5,189,174,181,189,1,1
304,A401,2016,LESC,grass,grass,48.32605,-102.15858,t,156,21.5,174,18,195,174,192,192,0,1
305,A402,2016,MALL,grass,grass,48.32343,-102.15833,t,166,23.5,174,18.5,195,174,189,195,1,1
306,A403,2016,MALL,grass,grass,48.3226,-102.15844,t,159,21.5,174,20.5,181,174,174,181,1,1
307,A404,2016,GADW,grass,grass,48.32156,-102.1592,t,166,21.5,174,22,204,174,198,198,0,1
308,A405,2016,BWTE,grass,grass,48.32257,-102.15916,t,142,18,174,13.5,181,174,176,176,0,1
309,A406,2016,GADW,grass,grass,48.32323,-102.15943,t,162,22,174,20.5,189,174,181,189,1,1
310,A407,2016,BWTE,grass,grass,48.32503,-102.15958,t,145,21.5,174,16,189,174,182,182,0,1
311,A408,2016,NOPI,grass,grass,48.32527,-102.1601,t,158,20,174,20.7,181,174,174,181,1,1
312,A409,2016,BWTE,grass,grass,48.32463,-102.15997,t,148,15,174,11.3,181,174,174,181,1,1
313,A41,2016,MALL,grass,grass,48.32352,-102.15342,t,133,10,134,13.5,156,134,150,156,1,1
314,A410,2016,GADW,grass,grass,48.32461,-102.15982,t,168,20.5,174,15,204,174,198,198,0,1
315,A411,2016,BWTE,grass,grass,48.32019,-102.15948,t,147,11,174,11,189,174,182,182,0,1
316,A412,2016,GADW,grass,grass,48.50282,-102.16193,t,170,14.5,176,8.5,190,176,183,190,1,1
317,A413,2016,GADW,grass,grass,48.50266,-102.16273,t,147,36,176,22,190,176,184,184,0,1
318,A414,2016,GADW,grass,grass,48.5022,-102.16102,t,169,28,176,25.5,190,176,183,190,1,1
319,A415,2016,GADW,grass,grass,48.50203,-102.15965,t,162,24.5,176,24,190,176,183,190,1,1
320,A416,2016,AMWI,grass,grass,48.48746,-102.16353,t,169,17.5,176,12.5,183,176,176,183,1,1
321,A417,2016,GADW,grass,grass,48.48661,-102.16402,t,169,19.5,176,24,183,176,176,183,1,1
322,A418,2016,AGWT,grass,grass,48.48558,-102.16378,t,160,22,176,13,190,176,189,189,0,1
323,A419,2016,BWTE,grass,grass,48.48465,-102.16832,t,167,18,176,18,183,176,176,183,1,1
324,A42,2016,MALL,grass,grass,48.32489,-102.15382,t,129,12,134,16,162,134,162,162,0,1
325,A420,2016,GADW,grass,grass,48.48232,-102.1583,t,164,10,176,8.5,196,176,195,195,0,1
326,A421,2016,BWTE,grass,grass,48.48214,-102.16035,t,161,22,176,20.5,183,176,176,183,1,1
327,A422,2016,BWTE,grass,grass,48.48235,-102.16284,t,147,15,176,19,183,176,178,178,0,1
328,A423,2016,MALL,grass,grass,48.49985,-102.16082,t,171,21.5,177,23.5,183,177,177,183,1,1
329,A424,2016,BWTE,grass,grass,48.49989,-102.16177,t,166,16.5,177,14.5,196,177,197,197,0,1
330,A425,2016,BWTE,grass,grass,48.49873,-102.15885,t,172,14.5,177,14,190,177,183,190,1,1
331,A426,2016,GADW,grass,grass,48.49752,-102.15865,t,159,14.5,177,14.5,196,177,191,191,0,1
332,A428,2016,LESC,grass,grass,48.49612,-102.1588,t,166,19,177,18.5,190,177,183,190,1,1
333,A429,2016,GADW,grass,grass,48.49642,-102.16086,t,153,18.5,177,22,183,177,177,183,1,1
334,A430,2016,GADW,grass,grass,48.49495,-102.15978,t,149,17,177,15.5,190,177,184,184,0,1
335,A431,2016,NSHO,grass,grass,48.49525,-102.16093,t,165,14,177,14,200,177,197,197,0,1
336,A432,2016,AMWI,grass,grass,48.49565,-102.15833,t,148,21,177,19.5,190,177,183,190,1,1
337,A433,2016,MALL,grass,grass,48.49418,-102.1587,t,170,21.5,177,25,196,177,195,195,0,1
338,A434,2016,BWTE,grass,grass,48.35844,-102.98677,t,168,11.5,178,13.5,201,178,198,198,0,1
339,A435,2016,GADW,grass,grass,48.3669,-101.99049,t,170,11,178,15.5,186,178,178,186,1,1
340,A436,2016,LESC,grass,grass,48.36489,-101.99931,t,164,19.5,178,19.5,186,178,178,186,1,1
341,A437,2016,BWTE,grass,grass,48.36667,-101.99876,t,172,13.5,178,16.5,201,178,192,201,1,1
342,A438,2016,LESC,grass,grass,48.36343,-101.99698,t,164,10.5,178,14.5,201,178,195,195,0,1
343,A44,2016,MALL,grass,grass,48.32218,-102.15517,t,117,11.5,134,18.5,150,134,140,150,1,1
344,A440,2016,LESC,grass,grass,48.36057,-101.99759,t,163,16.5,178,16.5,201,178,196,196,0,1
345,A441,2016,BWTE,grass,grass,48.36032,-101.99704,t,168,12,178,14,201,178,198,198,0,1
346,A442,2016,LESC,grass,grass,48.36099,-101.99353,t,168,16.5,178,15.5,201,178,192,201,1,1
347,A443,2016,GADW,grass,grass,48.36463,-101.99169,t,164,15,178,17,186,178,178,186,1,1
348,A444,2016,MALL,grass,low.shrub,48.36562,-101.99266,t,156,15,178,13.5,192,178,186,192,1,1
349,A445,2016,GADW,grass,low.shrub,48.3662,-101.9928,t,164,17,178,12.5,186,178,178,186,1,1
350,A446,2016,LESC,grass,low.shrub,48.36629,-101.99291,t,165,16,178,17.5,201,178,199,199,0,1
351,A447,2016,AMWI,grass,low.shrub,48.36632,-101.99255,t,166,16.5,178,11,201,178,199,199,0,1
352,A448,2016,GADW,grass,low.shrub,48.36428,-101.99345,t,171,13,178,14,201,178,192,201,1,1
353,A449,2016,LESC,grass,grass,48.36446,-101.99293,t,165,10,178,8.5,192,178,186,192,1,1
354,A45,2016,MALL,grass,grass,48.32676,-102.1552,t,121,16,134,20,156,134,155,155,0,1
355,A450,2016,MALL,grass,grass,48.36526,-101.99445,t,170,19,178,18,192,178,186,192,1,1
356,A452,2016,BWTE,grass,grass,48.36142,-101.9892,t,162,17,178,12,201,178,193,193,0,1
357,A453,2016,GADW,grass,grass,48.36684,-101.9884,t,153,13,178,13,186,178,184,184,0,1
358,A454,2016,MALL,grass,low.shrub,48.36643,-101.98982,t,169,14.5,178,17,201,178,192,201,1,1
359,A455,2016,GADW,grass,grass,48.36287,-101.98999,t,167,18,178,17,186,178,178,186,1,1
360,A456,2016,GADW,grass,grass,48.32582,-102.15218,t,146,20.5,178,22,186,178,181,181,0,1
361,A457,2016,MALL,grass,grass,48.32821,-102.15004,t,169,29,179,23.5,189,179,179,189,1,1
362,A458,2016,GADW,grass,grass,48.32782,-102.15077,t,152,20,179,19,189,179,184,184,0,1
363,A459,2016,GADW,grass,grass,48.32766,-102.15503,t,151,23,179,22,189,179,185,185,0,1
364,A46,2016,MALL,grass,grass,48.32195,-102.15643,t,126,10.5,134,17.5,162,134,160,160,0,1
365,A460,2016,GADW,grass,grass,48.32787,-102.15521,t,172,27.5,179,23.5,207,179,204,204,0,1
366,A461,2016,AMWI,grass,grass,48.32764,-102.15601,t,171,21.5,179,16,207,179,202,202,0,1
367,A462,2016,AMWI,grass,grass,48.3278,-102.1562,t,165,20,179,19.5,189,179,179,189,1,1
368,A463,2016,GADW,grass,grass,48.32777,-102.1578,t,163,19,179,15.5,189,179,179,189,1,1
369,A464,2016,GADW,grass,grass,48.32833,-102.15115,t,171,13.5,179,13.5,200,179,193,200,1,1
370,A465,2016,NSHO,grass,grass,48.32858,-102.15331,t,149,24,179,25,189,179,180,180,0,1
371,A466,2016,GADW,grass,grass,48.32151,-102.15496,t,173,27.5,179,20.5,193,179,186,193,1,1
372,A468,2016,GADW,grass,grass,48.32952,-102.15497,t,165,19,180,20,190,180,180,190,1,1
373,A469,2016,AMWI,grass,grass,48.32921,-102.15638,t,159,17.5,180,17.5,193,180,193,193,0,1
374,A470,2016,GADW,grass,grass,48.32974,-102.15498,t,152,17.5,180,16.5,190,180,187,187,0,1
375,A471,2016,GADW,grass,grass,48.32968,-102.1546,t,161,19,180,15.5,190,180,180,190,1,1
376,A472,2016,GADW,grass,grass,48.32982,-102.15215,t,161,18,180,16,190,180,180,190,1,1
377,A473,2016,GADW,grass,grass,48.3303,-102.15401,t,159,22.5,180,21.5,190,180,180,190,1,1
378,A474,2016,LESC,grass,grass,48.3304,-102.15496,t,154,20,180,18.5,190,180,180,190,1,1
379,A475,2016,GADW,grass,grass,48.33089,-102.14957,t,168,21.5,180,19.5,200,180,199,199,0,1
380,A477,2016,BWTE,grass,grass,48.34125,-102.20992,t,171,6.5,180,6,188,180,180,188,1,1
381,A478,2016,NOPI,grass,grass,48.34085,-102.21205,t,154,7.5,180,6,188,180,181,181,0,1
382,A479,2016,NSHO,grass,grass,48.34,-102.21299,t,166,6,180,6,188,180,180,188,1,1
383,A48,2016,MALL,grass,grass,48.32677,-102.15741,t,120,8.5,134,10.5,150,134,140,150,1,1
384,A480,2016,GADW,grass,grass,48.33982,-102.20401,t,156,11.5,180,10,193,180,189,189,0,1
385,A481,2016,GADW,grass,grass,48.33905,-102.20843,t,162,13,180,11.5,200,180,194,194,0,1
386,A483,2016,LESC,grass,grass,48.37274,-101.96152,t,168,17.5,181,15.5,207,181,204,204,0,1
387,A484,2016,MALL,grass,grass,48.37762,-101.96136,t,176,14,181,14.5,189,181,181,189,1,1
388,A485,2016,LESC,grass,grass,48.37279,-101.96108,t,169,14,181,11.5,196,181,189,196,1,1
389,A486,2016,BWTE,grass,grass,48.37522,-101.95998,t,176,11,181,9.5,189,181,181,189,1,1
390,A487,2016,NSHO,grass,grass,48.37848,-101.9537,t,166,16,181,14,189,181,181,189,1,1
391,A488,2016,GADW,grass,grass,48.37946,-101.95219,t,170,16.5,181,13.5,189,181,181,189,1,1
392,A489,2016,LESC,grass,grass,48.37755,-101.95277,t,170,10.5,181,10,189,181,181,189,1,1
393,A490,2016,BWTE,grass,grass,48.37733,-101.95297,t,169,14,181,11.5,189,181,181,189,1,1
394,A491,2016,BWTE,grass,grass,48.37659,-101.95291,t,167,13.5,181,13,200,181,197,197,0,1
395,A492,2016,NSHO,grass,grass,48.37632,-101.95226,t,166,9.5,181,9.5,189,181,181,189,1,1
396,A493,2016,GADW,grass,grass,48.3779,-101.95422,t,170,20.5,181,18,189,181,181,189,1,1
397,A494,2016,LESC,grass,grass,48.37774,-101.95428,t,176,16.5,181,12,200,181,196,200,1,1
398,A495,2016,LESC,grass,grass,48.37573,-101.95388,t,163,17.5,181,16,196,181,189,196,1,1
399,A496,2016,LESC,grass,grass,48.37645,-101.95486,t,165,14,181,13,189,181,181,189,1,1
400,A497,2016,MALL,grass,grass,48.37861,-101.95471,t,176,16,181,11.5,196,181,189,196,1,1
401,A498,2016,GADW,grass,grass,48.37468,-101.9556,t,175,15,181,15,207,181,200,207,1,1
402,A499,2016,BWTE,grass,grass,48.377,-101.95706,t,163,12,181,12,200,181,197,197,0,1
403,A500,2016,GADW,grass,grass,48.32378,-102.15779,t,169,21.5,181,18.5,195,181,189,195,1,1
404,A501,2016,LESC,grass,grass,48.322,-102.15977,t,163,25,181,20.5,195,181,190,190,0,1
405,A502,2016,LESC,grass,grass,48.09619,-102.39888,t,170,15,182,19.5,195,182,189,195,1,1
406,A503,2016,GADW,grass,grass,48.10227,-102.40132,t,175,14,182,11.5,195,182,189,195,1,1
407,A504,2016,GADW,grass,grass,48.10109,-102.40393,t,176,19.5,182,18.5,195,182,189,195,1,1
408,A505,2016,BWTE,grass,low.shrub,48.10084,-102.40449,t,157,23,182,19.5,195,182,191,191,0,1
409,A506,2016,GADW,grass,tall.shrub,48.10011,-102.40421,t,151,31.5,182,29,189,182,185,185,0,1
410,A507,2016,NSHO,grass,grass,48.10055,-102.40585,t,156,13,182,12.5,189,182,188,188,0,1
411,A508,2016,GADW,grass,grass,48.09776,-102.40117,t,168,11,182,12,189,182,182,189,1,1
412,A509,2016,BWTE,grass,grass,48.1596,-102.10271,t,169,7.5,183,6.5,204,183,198,198,0,1
413,A510,2016,AMWI,grass,grass,48.1591,-102.10218,t,167,14.5,183,12.5,191,183,183,191,1,1
414,A511,2016,GADW,grass,grass,48.23424,-102.55215,t,177,16.5,184,14.5,190,184,184,190,1,1
415,A512,2016,LESC,grass,grass,48.32095,-102.15057,t,175,19.5,185,12.5,193,185,185,193,1,1
416,A513,2016,MALL,grass,grass,48.32472,-102.1507,t,169,24.5,185,21.5,204,185,200,200,0,1
417,A514,2016,AMWI,grass,grass,48.32265,-102.15088,t,156,19,185,17,193,185,189,189,0,1
418,A515,2016,NSHO,grass,grass,48.32024,-102.15123,t,158,16,186,14.5,193,186,190,190,0,1
419,A516,2016,AMWI,grass,grass,48.32291,-102.15132,t,177,17.5,186,12.5,204,186,197,204,1,1
420,A517,2016,MALL,grass,grass,48.32433,-102.1521,t,170,24.5,186,16.5,204,186,203,203,0,1
421,A518,2016,LESC,grass,grass,48.32251,-102.15201,t,167,15,186,11.5,193,186,186,193,1,1
422,A519,2016,MALL,grass,grass,48.15816,-102.13262,t,159,8,188,11.5,194,188,191,191,0,1
423,A521,2016,GADW,grass,grass,48.32239,-102.15466,t,173,18.5,189,11,204,189,201,201,0,1
424,A522,2016,LESC,grass,grass,48.32455,-102.15815,t,166,21.5,189,18.5,204,189,200,200,0,1
425,A523,2016,GADW,grass,grass,48.48523,-102.16312,t,173,22,190,23.5,196,190,190,196,1,1
426,A524,2016,BWTE,grass,grass,48.4866,-102.16152,t,178,15.5,190,14.3,207,190,200,207,1,1
427,A525,2016,GADW,grass,grass,47.87807,-101.58618,t,165,10,191,9,196,191,196,196,0,1
428,A526,2016,LESC,grass,low.shrub,48.36533,-101.98719,t,181,11.5,192,11.5,201,192,192,201,1,1
429,A528,2016,GADW,grass,grass,48.36375,-101.99557,t,178,16.5,192,16.5,213,192,210,210,0,1
430,A529,2016,MALL,grass,grass,48.36209,-101.99741,t,167,12.5,192,15,201,192,198,198,0,1
431,A53,2016,BWTE,grass,grass,47.88466,-101.59114,t,133,10,139,11,148,139,139,148,1,1
432,A530,2016,AMWI,grass,grass,48.33968,-102.21057,t,178,11.5,193,13,200,193,193,200,1,1
433,A531,2016,LESC,grass,grass,48.37151,-102.25235,t,181,15,193,12.5,197,193,193,197,1,1
434,A532,2016,GADW,grass,low.shrub,48.36867,-102.25576,t,165,15.5,193,17.5,197,193,195,195,0,1
435,A535,2016,LESC,grass,grass,48.37594,-101.95545,t,185,10.5,196,10.5,200,196,196,200,1,1
436,A55,2016,BWTE,grass,grass,47.87822,-101.58426,t,132,8.5,139,9.5,155,139,148,155,1,1
437,A57,2016,NOPI,grass,grass,47.8813,-101.5909,t,133,6,139,6.5,170,139,165,165,0,1
438,A59,2016,BWTE,grass,grass,47.88247,-101.59348,t,132,9,139,13,148,139,139,148,1,1
439,A60,2016,NOPI,grass,grass,47.88367,-101.58327,t,129,9,139,11.5,160,139,155,160,1,1
440,A61,2016,BWTE,grass,grass,47.89094,-101.58876,t,130,6.5,140,7,148,140,140,148,1,1
441,A63,2016,BWTE,grass,grass,47.88834,-101.58696,t,132,5,140,5,155,140,148,155,1,1
442,A64,2016,BWTE,grass,grass,47.88536,-101.58762,t,132,5.5,140,10,170,140,165,165,0,1
443,A65,2016,BWTE,grass,grass,47.88531,-101.58871,t,130,5.5,140,6.5,155,140,155,155,1,1
444,A66,2016,GADW,grass,grass,47.88604,-101.59325,t,128,5,140,5.5,148,140,148,148,1,1
445,A67,2016,NSHO,grass,grass,48.26693,-101.85192,t,134,11.5,141,9.5,155,141,148,155,1,1
446,A69,2016,NOPI,grass,grass,48.26564,-101.84867,t,125,11,141,12.5,148,141,141,148,1,1
447,A7,2016,MALL,grass,grass,48.38631,-101.95869,t,118,20,126,15,139,126,133,139,1,1
448,A70,2016,NSHO,grass,grass,48.39023,-101.96076,t,135,10.5,142,14,157,142,150,157,1,1
449,A71,2016,MALL,grass,grass,48.39011,-101.96119,t,133,11.5,142,14.5,157,142,150,157,1,1
450,A72,2016,MALL,grass,grass,48.3886,-101.96035,t,141,7.5,142,13,176,142,173,173,0,1
451,A74,2016,BWTE,grass,grass,48.38749,-101.95714,t,130,12.7,142,14,162,142,160,160,0,1
452,A75,2016,MALL,grass,grass,48.39289,-101.95985,t,132,10,142,19.5,157,142,150,157,1,1
453,A76,2016,MALL,grass,grass,48.38906,-101.9622,t,130,10.5,142,18.5,170,142,163,163,0,1
454,A77,2016,BWTE,grass,grass,48.36598,-101.98861,t,136,8,144,6,155,144,144,155,1,1
455,A78,2016,MALL,grass,grass,48.36684,-101.98889,t,129,15.5,144,8.5,155,144,144,155,1,1
456,A80,2016,BWTE,grass,grass,48.36423,-101.9905,t,132,11,144,11,169,144,165,165,0,1
457,A81,2016,MALL,grass,grass,48.36476,-101.991,t,140,15,144,10,155,144,144,155,1,1
458,A82,2016,BWTE,grass,low.shrub,48.36631,-101.99342,t,138,15.5,144,10.5,178,144,171,171,0,1
459,A83,2016,BWTE,grass,low.shrub,48.3662,-101.99313,t,138,12.5,144,7,169,144,160,169,1,1
460,A84,2016,BWTE,grass,low.shrub,48.36639,-101.99511,t,137,12,144,10.5,169,144,160,169,1,1
461,A85,2016,BWTE,grass,grass,48.3633,-101.99855,t,136,13.5,144,10,155,144,144,155,1,1
462,A86,2016,NOPI,grass,grass,48.36244,-101.99761,t,118,11.5,144,9.5,155,144,148,148,0,1
463,A87,2016,BWTE,grass,grass,48.3599,-101.99536,t,133,11,144,8.5,169,144,165,165,0,1
464,A88,2016,NSHO,grass,grass,48.36114,-101.99283,t,132,9.5,144,10,169,144,163,163,0,1
465,A89,2016,MALL,grass,grass,48.36193,-101.99154,t,130,8.5,144,8,169,144,164,164,0,1
466,A9,2016,NOPI,grass,grass,48.38307,-101.95428,t,116,17,126,12.5,139,126,133,139,1,1
467,A90,2016,BWTE,grass,low.shrub,48.36109,-101.99068,t,127,19,144,15.5,160,144,155,160,1,1
468,A91,2016,BWTE,grass,grass,48.36052,-101.99115,t,136,8.5,144,9.5,178,144,170,170,0,1
469,A92,2016,NOPI,grass,grass,48.3614,-101.98946,t,117,13.5,144,14.5,155,144,147,147,0,1
470,A94,2016,NOPI,grass,grass,48.15826,-102.13372,t,139,7,145,9,155,145,145,155,1,1
471,A95,2016,MALL,grass,low.shrub,48.15873,-102.13363,t,135,7,145,7.5,155,145,145,155,1,1
472,A96,2016,MALL,grass,low.shrub,48.15485,-102.12848,t,136,14.5,145,16.5,155,145,145,155,1,1
473,A99,2016,GADW,grass,grass,48.37884,-101.96185,t,142,16,150,15,177,150,177,177,0,1
474,L1,2016,MALL,grass,low.shrub,48.63165,-102.41677,t,111,9.5,121,9.5,133,121,126,133,1,1
475,L10,2016,MALL,hay,grass,48.72088,-102.8007,t,127,6.8,129,6.3,142,129,135,142,1,1
476,L100,2016,BWTE,grass,grass,48.49847,-102.396,t,133,10.3,145,16,160,145,153,160,1,1
477,L101,2016,BWTE,grass,grass,48.49643,-102.39611,t,135,11.3,145,18,153,145,145,153,1,1
478,L102,2016,BWTE,grass,grass,48.64395,-102.56081,t,140,8.5,148,8.5,166,148,159,166,1,1
479,L103,2016,BWTE,grass,grass,48.45902,-102.39809,t,132,6.5,150,8.8,172,150,166,166,0,1
480,L104,2016,BWTE,grass,grass,48.459,-102.39777,t,141,14,150,10.8,158,150,150,158,1,1
481,L105,2016,MALL,grass,grass,48.45913,-102.39066,t,125,23.5,150,23,165,150,159,159,0,1
482,L106,2016,GADW,grass,grass,48.45904,-102.3906,t,141,16.5,150,11,172,150,165,172,1,1
483,L107,2016,MALL,grass,grass,48.45908,-102.38894,t,144,19.5,150,21.3,178,150,178,178,0,1
484,L108,2016,MALL,grass,grass,48.4589,-102.38848,t,143,19.5,150,22,178,150,173,173,0,1
485,L109,2016,NOPI,grass,grass,48.45823,-102.39729,t,141,16,151,19.5,178,151,175,175,0,1
486,L110,2016,NOPI,grass,grass,48.45866,-102.39569,t,137,15.8,151,16.3,172,151,166,166,0,1
487,L111,2016,MALL,grass,grass,48.45834,-102.39082,t,136,13.8,151,12,172,151,165,172,1,1
488,L113,2016,MALL,grass,grass,48.45789,-102.38831,t,137,12,151,13.3,172,151,166,166,0,1
489,L114,2016,BWTE,grass,grass,48.45741,-102.38837,t,139,14.5,151,9.3,165,151,158,165,1,1
490,L115,2016,NOPI,grass,grass,48.45714,-102.38751,t,147,10,151,9.3,158,151,151,158,1,1
491,L116,2016,GADW,grass,grass,48.45726,-102.38664,t,143,15.3,151,14.3,178,151,172,178,1,1
492,L117,2016,BWTE,grass,grass,48.50264,-102.40645,t,138,10,153,15.3,160,153,153,160,1,1
493,L118,2016,BWTE,grass,grass,48.73477,-102.80713,t,142,13,154,13.5,178,154,175,175,0,1
494,L119,2016,MALL,grass,grass,48.73456,-102.80666,t,141,13.5,154,11.5,165,154,154,165,1,1
495,L120,2016,BWTE,grass,grass,48.73318,-102.80602,t,135,12.8,154,11.8,165,154,154,165,1,1
496,L121,2016,NSHO,grass,grass,48.73153,-102.80648,t,143,11.8,154,14.5,171,154,165,171,1,1
497,L122,2016,BWTE,grass,grass,48.72975,-102.80791,t,138,12.3,154,13,178,154,171,178,1,1
498,L123,2016,NOPI,grass,grass,48.73078,-102.80848,t,139,18,154,15.5,165,154,154,165,1,1
499,L124,2016,MALL,grass,grass,48.72894,-102.8059,t,141,15.5,154,17.8,165,154,154,165,1,1
500,L125,2016,BWTE,grass,grass,48.72964,-102.80573,t,142,12.3,154,13.8,171,154,165,171,1,1
501,L126,2016,NSHO,grass,grass,48.72876,-102.80466,t,147,16.3,154,12.8,165,154,154,165,1,1
